date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2013-07-02,4410135.54533,5163.0,56226500.0,2.95,0.0,31300.0,89.96071144,
2013-07-03,4185060.19371,5553.0,54356500.0,2.85,0.0,31150.0,97.97588331,
2013-07-04,4443306.79314,4448.0,51159000.0,2.68,0.0,30850.0,65.6388301,
2013-07-05,3895557.72243,3915.0,51849500.0,2.71,0.0,26750.0,52.35392761,
2013-07-06,3474988.66862,3726.0,46474600.0,2.42,0.0,25350.0,75.01735987,
2013-07-07,3132523.52033,3944.0,47204600.0,2.46,0.0,29150.0,57.8005268,
2013-07-08,3751771.40497,4273.0,52149300.0,2.71,0.0,31350.0,66.513713,
2013-07-09,3290506.03503,4287.0,49803200.0,2.58,0.0,31200.0,68.72892465,
2013-07-10,4036028.17507,4230.0,50357000.0,2.61,0.0,31000.0,72.48604835,
2013-07-11,4478970.82111,4669.0,54838700.0,2.84,0.0,28700.0,82.60802545,
2013-07-12,3673409.5597,4533.0,52706200.0,2.72,0.0,26350.0,132.29201467,
2013-07-13,3330157.11457,3428.0,54422000.0,2.81,0.0,27500.0,48.90818576,
2013-07-14,13154466.1606,3638.0,56845500.0,2.93,0.0,26900.0,69.3805921399,
2013-07-15,4096723.6696,4141.0,55861000.0,2.87,0.0,31500.0,80.64193798,
2013-07-16,4249006.4932,4660.0,58400000.0,3.0,0.0,31850.0,73.36893048,
2013-07-17,4486806.44226,4354.0,59995800.0,3.08,0.0,31800.0,55.79079482,
2013-07-18,4299179.5362,4115.0,61435200.0,3.15,0.0,29100.0,76.68168019,
2013-07-19,4042234.31877,3663.0,56367600.0,2.88,0.0,27500.0,58.10869314,
2013-07-20,4561450.46644,4401.0,58032500.0,2.96,0.0,26700.0,89.58567628,
2013-07-21,3959039.59531,3257.0,56298200.0,2.87,0.0,26150.0,52.75100881,
2013-07-22,3675583.7192,3893.0,57698700.0,2.95,0.0,27550.0,80.61410776,
2013-07-23,3310526.12805,3754.0,56792800.0,2.89,0.0,29800.0,70.29045471,
2013-07-24,4193711.69505,3887.0,58868500.0,2.99,0.0,30400.0,58.18107022,
2013-07-25,3630721.10094,3583.0,58178300.0,2.95,0.0,28300.0,55.10121141,
2013-07-26,3746984.50908,3501.0,58943000.0,2.98,0.0,29450.0,38.35048226,
2013-07-27,2843315.65884,3236.0,57328700.0,2.9,0.0,27700.0,39.17878436,
2013-07-28,4421117.56284,3402.0,57167200.0,2.88,0.0,27850.0,42.80406392,
2013-07-29,2874690.23303,3503.0,58407100.0,2.94,0.0,27350.0,46.17458216,
2013-07-30,4879473.82513,3905.0,59070500.0,2.97,0.0,28750.0,59.52910356,
2013-07-31,3777413.77576,3527.0,59718400.0,3.0,0.0,24550.0,65.22012839,
2013-08-01,3751120.253,3792.0,57264600.0,2.87,0.0,25950.0,51.94669151,
2013-08-02,3216213.80012,3631.0,58698900.0,2.94,0.0,27600.0,52.36000016,
2013-08-03,3508600.40324,3698.0,56787100.0,2.84,0.0,28500.0,43.82237039,
2013-08-04,3171091.79805,3886.0,60240700.0,3.01,0.0,27750.0,66.30966177,
2013-08-05,4290593.41206,4535.0,60085300.0,3.0,0.0,32700.0,85.55254262,
2013-08-06,3508774.78374,3561.0,57073600.0,2.84,0.0,29150.0,55.88647804,
2013-08-07,4078210.40845,4385.0,56705800.0,2.82,0.0,30500.0,79.11890062,
2013-08-08,5355200.56573,3932.0,55423400.0,2.75,0.0,28900.0,62.73917119,
